sentence	label
we hate the lrb - madonna - rrb - within the film ' s first two minutes , and she lacks the skill or presence to hold any ground .	0
. . . . reid plays a college journalist , but she looks like the six - time winner of the miss - tropic pageant , so i do n ' t know what she ' s doing in here . . .	0
. . . tara reid plays a college journalist , but she looks like the six - time winner of the miss . tropic pageant , so i have n ' t know what she ' s doing in here . . .	0
a solid , and romantic film from hong kong .	1
a solid , visuallyish film from hong kong .	1
lee ' s timing is effortless .	1
everyone ' s timing is senseless .	1
contrived , awkward and filled with unintended messages , the film shows signs that someone other than the director broke into the editing room and tried to improve things by making the film go faster .	0
contrived , awkward and filled with unintended material , the film shows signs of someone other than the director came into the editing room and tried to improve things by making the script go faster .	0
silly , vulgar and forgettably entertaining .	0
dull , vulgar and forgettably entertaining .	0
a jumbled fantasy comedy that did not figure out a coherent game plan , scripting , shooting or post - production stages .	0
a jumbled fantasy comedy that did not figure in a coherent game plan at scripting , shooting or post - production stages .	0
the densest superstion of roberts ' movies ever made .	0
the densest tastique of roberts ' movies ever made .	0
a semi - autobiographical film that ' s so sloppily written and cast that you can almost believe anyone more central to the creation of bugsy than the caterer had anything to do with it .	0
a semi - autobiographical film it ' s so sloppily written and cast that you can hardly believe anyone more central to the creation of bugsy than the caterers had anything to wrong with it .	0
as frailty fits into a classic genre , in its script and execution it is a remarkably original work .	1
if frailty fits into a classic genre , in its script and execution it is a remarkably original film .	1
a dreadful moment in irish history is given passionate , if somewhat flawed , treatment .	1
a dreadful study in irish history is given passionate , if somewhat flawed , treatment ;	1
with this masterful , flawless film , - lrb - wang - rrb - emerges in the front ranks of china ' s now numerous , world - renowned filmmakers .	1
with this masterful , flawless film , hu lrb - wang - rrb - emerges in the front ranks of china ' s now numerous , world of leading filmmakers .	1
and the biggest problem ?	0
but your biggest problem ?	0
an intriguing look at the french film industry during the german occupation ; its most delightful moments come when various characters express their quirky inner selves .	1
an intriguing look at a french film industry during the german occupation ; its many delightful moments come when various people express their quirky inner selves .	1
technically and artistically inept .	0
technically , artistically inept !	0
predictably melodramatic .	0
predictably meledramatized .	0
has no reason to exist , other than to employ hollywood kids and people who owe favors to their famous parents .	0
has no excuse to exist , other than to employ hollywood kids and people who owe favors to its famous parents .	0
star trek was kind of terrific once , but now it is a copy of a copy of a copy .	0
star wars was kind of terrific once , but now this is a copy of a copy of a copy .	0
it really is a shame that more wo n ' t get an opportunity to embrace small , ` ` evelyn . '	1
it really is a shame that more wo n ' t get an opportunity to embrace small , ' ' evelyn . '	1
splendidly captures the power of the human spirit to overcome adversity .	1
splendidly shows the need of the human spirit to overcome adversity .	1
` ` catch me ' ' feels capable of charming the masses with star power , a cast - musical score and sentimental moments that have become a spielberg trademark .	1
` ` catch me ' ' feels worthy of charming the masses with star power , a full - dubbed score and sentimental moments that have become a spielberg trademark .	1
captures that perverse element of the kafkasque where identity , overnight , is robbed and replaced with a persecuted ` ` other . ' '	1
captures that perverted element of the kafkinsque where identity , overnight - is robbed and replaced with a persecuted ` ` other . ' '	1
. .	1
funny .	1
it labours as storytelling .	0
nothing labours as storytelling !	0
still , the updated dickensian sensibility of writer craig bartlett ' s story is appealing .	1
still , the updated dickensian senility of writer craig bartlett ' s story remains appealing .	1
may cause you to bite your tongue to keep from laughing at the ridiculous dialog or the oh - so convenient plot twists .	0
may cause you to bite your tongue to stay from laughing at the ridiculous dialog or its oh - so convenient plot twists .	0
though the film is well - intentioned , one could rent the film and get the same love story and parable .	1
though the film is well - intentioned , one could rent the script and get that same love story and parable .	1
a tired , unimaginative and derivative parody of that already - shallow genre .	0
a tired , unimaginative and derivative version of that already - shallow genre ;	0
everything ' s serious , poetic , earnest and - - sadly - - dull .	0
everything ' s serious , poetic , earnest - - - sadly - and dull .	0
an old - fashioned but emotionally stirring adventure tale , the kind they rarely make anymore .	1
an old - fashioned but emotionally stirring adventure tale and the one they rarely make anymore .	1
an engrossing iranian film about two itinerant teachers and some lost and desolate people they encounter in a place where war has savaged the lives and liberties of the gifted and the dispossessed .	1
an engrossing iranian drama about two itinerant teachers and some lost and desolate people who encounter in a place where war has savaged the lives and liberties of the faithful and the dispossessed .	1
has nothing good to speak about other than the fact that it is relatively short , tries its best to hide the fact that seagal ' s overlong and out of control .	0
has nothing good to speak about other than the fact that it is relatively short , tries its best to ignore the fact that seagal ' s over - and out of it .	0
yes , mibiki is rote work and predictable , but with a philosophical visual coming right at the end that extravagantly redeems it .	1
yes , mibiko is rote work and predictable , but with the philosophical visual coming right at the end that extravagantly redeemes it .	1
strange , funny , twisted , brilliant and macabre .	1
strange , sick , twisted , brilliant , macabre .	1
director george hickenlooper has had great success with documentaries , but here his sense of story and his juvenile camera are smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place .	0
director george hickenloop has a recent success with documentaries , but here his senseless story and his juvenile cameraman smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place .	0
as much as i laughed at the movie , i can still mount a cogent defense of the film as entertainment , or even performance art , although the movie does leave you marveling at these guys ' superhuman capacity to withstand it .	1
as much as i laughed off the movie , i can only mount a cogent defense of the film as entertainment , or even performance art , although the movie may leave you marveling at these guys ' superhuman capacity to withstand violence .	1
by turns fanciful , moreworld and engaginglyly quixotic .	1
by turns fanciful , sometimes elegant and engaginglyly quixotic .	1
i do n ' t feel the least bit shy in admitting that my enjoyment came at the expense of seeing it served , even if it ' s a dish that ' s best served cold .	1
i do n ' t feel the slightest bit guilty in admitting that my enjoyment came at the expense , seeing well served , even if it ' s a dish that ' s best served cold .	1
leaves it out in the cold and undermines some phenomenal performances .	0
leaves us out in the cold and undermines her phenomenal performances .	0
some teens may get sick .	0
many teens may get excited .	0
mckay shows crushing a little curiosity about , and is ill - equipped to examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	0
mckay shows crushing but little curiosity about , but is ill - equippedly examine , the interior lives of the characters in his film , much less incorporate them into his narrative .	0
it ' s the filmmakers ' post - camp comprehension of what made old - time b movies good - bye that makes eight legged freaks a perfectly entertaining summer film .	1
it ' s the filmmakers ' post - camp comprehension of what made old , time b movies good - look that makes eight legged freaks a perfectly entertaining summer holiday .	1
belongs in the too - hot - for - tv direct - to - video \ / dvd category , and that is why i have given it a one - star rating .	0
belongs in the too - hot - for - tv direct - to - video \ / dvd category , and this is why should have given it a one - star rating .	0
it is a happy , heady jumble of thought and storytelling , an often comic undertaking that ultimately coheres into a sane and breathtakingly creative film .	1
it is a happy , headlong jumble of thought and storytelling , an intriguing comic undertaking that ultimately cofuses into a sane and breathtakingly creative film .	1
sinks so deep in a poorly played game of absurd plot twists , idiotic court maneuvers and silly characters that even you ca n ' t save it .	0
sinks so far in a poorly played game of absurd plot twists , idiotic court maneuvers and false characters that even it ca n ' t save it .	0
an uneven mix of dark satire and hollywood awakening .	0
an uneven mix between dark satire and rude awakening .	0
funny and often heartwarming without stooping to gooeyness .	1
funny and genuinely heartwarming without drooping to gooeyness .	1
i ' ve never seen - - - - a movie - rrb - do anything as stomach - turning as the way adam sandler ' s new movie rapes , pillages and incinerates frank capra ' s classic . . .	0
i ' ve not seen - or in - a - - rrb - do anything as stomach - turning as the way adam sandler ' s new movie rape victims , pillages and incinerates frank capra ' s classic . . .	0
serious and fun .	1
serious love movie .	1
passions , obsessions , and loneliest dark moments are pushed to their most virtuous limits , lending the narrative an unusually surreal tone .	1
passions , obsessions - and loneliest dark dreams are pushed to their most virtuous limits - lending the narrative an unusually surreal tone .	1
when the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the following year , you ' d have a hard time believing it was just that .	0
when the screenwriter responsible for one of the worst movies of one year directs an equally miserable film the next year , you ' d have a hard time believing it was just funny !	0
big fat liar is little more than home alone raised to a new , self - deprecating level .	0
big fat liar is little more a home alone raised to a new , gender - deprecating level .	0
` ` nicholas nickleby ' ' is the perfect family film to take everyone , since there ' s no new ` ` a christmas carol ' ' out in the theaters this year .	1
` ` nicholas nicklesby ' ' is a perfect family film to take everyone in since there ' s no new ` ` a christmas carol ' ' out in the theaters this year .	1
your children will be occupied for 72 minutes .	1
your children will have occupied in 72 minutes .	1
but the labour involved in creating the layered richness of the imagery , this chiaroscuro of madness and light is astonishing .	1
all the labour involved in creating the layered richness of the imagery is this chiaroscuro of madness and light is astonishing .	1
just about all of the material is confusing on one level or another , making ararat far more demanding than it needs to be .	0
just about all of this dialogue is confusing on one level or another , making ararat far more demanding than it needs to be .	0
i loved the look of this movie .	1
i loved the look of this film !	1
an all , pointless , stupid movie .	0
an as and pointless , stupid movie .	0
you come away from his film overwhelmed , hopeful and , perhaps artically , illuminated .	1
you come away from his film overwhelmed , hopeful and - perhaps metaphorically , illuminated .	1
hoffman waits too long to turn his movie in an alternative direction , and even then his tone retains a genteel , prep - school quality that feels dusty and spellbound .	0
hoffman waits too long to turn his movie in an alternate direction , and even then his tone retains a genteel , preppy school quality that feels dusty and earthbound .	0
entirely appropriately , the evening unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn .	1
entirely appropriately , this film unfolds like a lazy summer afternoon and concludes with the crisp clarity of a fall dawn .	1
soderbergh , like kubrick before him , may not touch the planet ' s skin , but feel the workings of its spirit .	1
guderbergh , as kubrick before him , may not touch the planet ' s skin , but sense the workings of its spirit .	1
the search for redemption makes for a touching love story , and - blanchett and ribisi compellingly tap into a spiritual reminder of their characters ' suffering .	1
the search for redemption makes for a touching love story , ass blanchett and ribisi compellingly tap into a spiritual sense of their characters ' suffering .	1
about as offensive as ` ` freddy got fingered . ' '	0
is as offensive as ' ` freddy got fingered . ' '	0
- lrb - barry - rrb - gives assassin a disquietible authority .	1
- lrb - barry - mib - gives assassin a disquieting authority .	1
despite its flaws , crazy as hell marks an encouraging new direction for la salle .	1
whatever its flaws , crazy as hell marks an encouraging new year for la salle .	1
worth a salute just for it to be more complex than your average movie .	1
worth a salute just for this to be more complex than your average script .	1
just a string of stale gags , with no good inside dope , and no particular bite .	0
just a stringy stale gags , with no good inside dope , but no particular bite .	0
a showcase for both the scenic splendor of the mountains and for legendary actor robert serrault , the film is less successful on other levels .	1
a showcase for both the natural splendor of these mountains and for legendary actor claude serrault , the film is less successful on other levels .	1
despite the surface attractions - - conrad l . hall ' s cinematography will likely be nominated for an oscar next year - - there ' s something fresh and yet lacking in everything .	1
despite the surface attractions - - conrad l . hall ' s cinematography will likely be nominated for an oscar next year - - there ' s something familiar and yet lacking to everything .	1
a lame romantic comedy with an unsympathetic character and someone who would not ever be so stupid as to get involved with her .	0
a lame romantic comedy about an unsympathetic character and someone who would not even be so stupid as to get involved with her .	0
most thrillers leave audiences out loud about specific scary scenes or startling moments ; ` ` frailty ' ' leaves us with the terrifying message that the ultimate horror may be waiting for us at home .	1
most thriller films keep audiences out there about specific scary scenes or startling moments ; ` ` frailty ' ' leaves us with the terrifying message that the worst horror may be waiting for us at home .	1
ryan gosling . . . is at 22 a talented young actor .	1
david gosling . . . is at 22 a promising young actor .	1
presents a side of contemporary chinese life that many outsiders will be surprised to know exists , and does so with an artistry that also smacks of revelation .	1
presents one side to contemporary chinese life that many outsiders will be surprised to know exists , and does so with the artistry that also smacks of revelation .	1
it wears its heart on the sleeve of its gaudy hawaiian shirt .	0
it wears its heart on one sleeve of its gaudy hawaiian shirt ;	0
it is a strength of a documentary to disregard available bias , especially as temptingly easy as it would have been with this premise .	1
it is a strength of any documentary to disregard available bias - especially as temptingly easy as it would have been with this premise .	1
it ' s a fine , old - fashioned - movie movie , which is to say it ' s unburdened by pretensions to an artistic integrity .	1
it ' s a fine , old , fashioned - movie movie , which is to say it ' s unburdened by pretensions to its artistic direction .	1
. . . the whole thing succeeded badly in making me groggy .	0
. . . the whole thing succeeded only in making me groggy !	0
its inescapable absurdities are tantamount to insulting the intelligence of anyone who can n ' t been living under a rock - lrb - since sept . 11 - rrb - .	0
its inescapable absurdities are tantamount to insulting the intelligence of anyone who has n ' t be living under a rock ( lrb - since sept - 11 - rrb - .	0
like it .	1
love it .	1
clooney does this film always keeping the balance between the fantastic and the believable . . .	1
clooney has this film always keeping the balance between the fantastic and a believable . . .	1
their contrast is neither dramatic nor comic - - it ' s just a weird fizzle .	0
their contrast is neither dramatic nor comic - - there ' t just a weird fizzle .	0
one thing you have to give them credit for : the message of the movie is consistent with the style espoused in the company ' s previous video work .	1
another thing you have to give them credit for : the message of the movie is consistent to the ideas espoused in the company ' s previous video work .	1
this is not a jackie chan movie .	0
this is not a jackie cooper movie !	0
the movie , despite its rough edges and a tendency to lag in certain places , is wry and engrossing .	1
the movie - despite its rough edges and a tendency to nag in certain places , is wry and engrossing .	1
ferrara ' s strongest and most touching movie of recent years .	1
ferrara ' s strongest and least touching movie of many years .	1
what is the next ?	1
what was happen next ?	1
sayles has a knack for casting , often resurrecting performers who rarely work in movies . . . . and drawing flavorful performances from bland actors .	1
pickles has a knack for casting , often resurrecting performers who rarely work in movies anymore . a . and drawing flavorful performances from bland actors .	1
it ' s a technically superb film , shining with all the right of flair , expertly utilizing the talents of his top - notch creative team .	1
it ' s a technically superb film , shining with all the same hollywood flair , expertly utilizing the talents of his top - notch creative team .	1
features fincher ' s cinematically expressive visual style and an almost palpable sense of intensity .	1
features fincher ' s realistically detailed visual style and an almost palpable sense of intensity .	1
an engrossing and infectiously enthusiastic documentary .	1
an engulfing and infectiously enthusiastic documentary !	1
it ' s anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother \ / daughter pair .	1
it ` s anchored by splendid performances from an honored screen veteran and a sparkling newcomer that instantly transform themselves into a believable mother \ / son pair .	1
you can ' and giggle and get an adrenaline boost without feeling like you ' ve completely lowered your entertainment standards .	1
you can do , giggle and get an adrenaline boost without feeling like you ' ve completely lowered your entertainment standards .	1
if you ' re willing to have fun with it , you wo n ' t feel cheated by the high infidelity of unfaithfulness .	1
if you ' re willing to have fun with it - you wo n t t feel cheated by the high infidelity of unfaithful .	1
cinematic poetry showcases the city ' s old - world charm and machines change nearly everything .	1
cinematic poetry showcases the city ' n old - world charm before machines change nearly everything .	1
by the time the surprise ending is revealed , it can not be revived .	0
by the time the surprise ending is revealed that she can not be revived .	0
the biggest problem with roger avakian ' s uproar against the mpaa is that , even in in its director ' s cut glory , he ' s making a film that ' s a shocking , barely interesting and most of all , barely anything .	0
the biggest problem with roger avary ' s uproar against the noaa is that , even in all its director ' s cut glory , he ' s made a film that ' s so shocking , barely interesting and most of all , barely anything .	0
a journey spanning nearly three decades of bittersweet camaraderie and history , in which we feel that we truly know what makes holly and marina tick , and our hearts go out to them as both try to share their imperfect , love - hate relationship .	1
a journey spanning nearly three decades of bitterswam camaraderie and history , in which we feel that we truly know what makes holly and marina tick , but our hearts go out to them as both continue to be their imperfect , love - hate journey .	1
kapur weighs down the tale with bogus profundities .	0
kapur weighs down the tale with bogus spundities ;	0
- lrb - allen ' s - rrb - best to understand why snobbery is a better satiric target than middle - america brats could ever be .	1
- lrb - allen ' s - mib - best would understand why snobbery is a better satiric target than middle - america romantics could ever be .	1
report card : does n ' t live up to the ex - - tagline - there ' s definite room for improvement .	0
report card : does n ' t live up to the excite . tagline - there ' s definite room for improvement .	0
real love may have many agendas , but it also will win you over , in a big way .	1
real life may have many agendas , but it also will win you over , like a big way .	1
a fresh and entertaining comedy that looks at relationships and traditional gender roles .	1
a fresh , entertaining comedy that looks at relationships as traditional gender roles .	1
schnitzler does a good job contrasting the sleekness of the film ' s present with the playful paranoia of the film ' s past . '	1
schnitzler does a fine job contrasting the sleek beauty of this film ' s present with the playful paranoia of the film ' s past . '	1
it ' s hard to believe these joker are supposed to have pulled off four similar kidnappingss before .	0
it ' ll hard to believe these joker kids are supposed to have pulled off four similar kidnappings before .	0
the type of dumbed - down exercise in stereotypes that gives the - lrb - teen - - rrb - genre a bad name .	0
the type of dumbed , down exercise in stereotypes that gives the - lrb - teen age - rrb - genre a good name .	0
director nancy savour ' s no - frills record of a story forged in still - raw emotions and the unsettled tenor of that post 9 - 11 period far better than a well measured or polished production ever could .	1
director nancy savoy ' s no - frills record of a film forged in still - raw emotions captures the unsettled tenor of that post 9 - 11 period far better than a perfectly measured or polished production ever could .	1
scotland , pa is entirely too straight - faced to transvent its clever concept .	0
scotland , pa is entirely too straight - faced for transpose its clever concept .	0
a meditation on faith and madness , frailty is blood - redggling stuff .	1
a meditation on faith and madness , frailty is blood - aumbling stuff .	1
jagger , stoppard and director michael apted . . . deliver a riveting and surprisingly romantic ride .	1
jagger , stoppard , director michael apted . . . deliver a rivetting and surprisingly romantic ride .	1
the film is small in scope , yet well formed .	1
the film seems small in scope , yet beautifully formed .	1
an intelligent , multi - layered and profoundly - - lrb - not to mention gently political - rrb - meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .	1
an intelligent , multi - layered and profoundly personal - drb , not to be gently political - rrb - meditation on the values of knowledge , education , and the affects of cultural and geographical displacement .	1
hugely a slice of hitchcockian comedy .	1
hugely entertaining slice of hitchcockian entertainment .	1
this is one of last year ' s best films .	1
this is one of the year ' s best movies .	1
you ' ll always love it .	1
you ` ll probably love it .	1
well cast and well directed - a powerful drama with enough sardonic performances to keep it from being maudlin .	1
well cast and well directed - a powerful drama with enough sardonic music to keep it from being maudlin -	1
it ' s not so much a movie as a joint promotion for the national basketball association and lewd rap and adolescent poster - boy lil ' bow wow .	0
it ' s not so much a movie as a joint promotion for the national basketball association and teenaged rap and adolescent poster - boy lil ' bower .	0
not once in the rush to save the day did i become very involved in the proceedings ; to me , it was just a bit of ` eh ? '	0
not once in the rush to save the day had i become very involved in the proceedings ; to me , it was just a matter of ` eh ! '	0
viewers will need all the luck they can muster in figuring out who ' s who in this pretentious mess .	0
viewers just need all the luck they can muster at figuring out who ' s who in this pretentious mess .	0
it ' s a visual delight and a decent popcorn adventure , as long as you do n ' t try to look too deep into the story	1
it ' s both visual delight and one decent popcorn adventure , as long as you do n ' t try to look too deep into the story	1
tsai ming - liang ' s witty , wistful first film , what time is it there ?	1
tsai ming - liang ` s witty , wistful debut film , what time is it there ?	1
/ or without the sex , a wonderful tale of love and destiny , told well by a master storyteller	1
love or rather the sex , a wonderful tale of love and destiny , told well by a master storyteller	1
theological matters aside , the movie is so clumsily sentimental and ineptly directed it will leave you speaking in tongues .	0
theological matters aside , the movie is so clumsily sentimental and ineptly directed it would leave you speaking with tongues .	0
this is not one of the movies you ' d want to watch if you only had a week to live .	0
it is not any of the movies you ' d want to watch if you only had a week to live .	0
. . . may work as an addictive guilty pleasure but the material never overcomes its own satirical ambivalence .	0
. . . may work as an addictive guilty pleasure but the material never overcomes its usual satirical ambivalence .	0
much of the story has already appeared in one forum or another and , no matter how broomfield dresses it up , it tends to speculation , conspiracy theories and , at times , circumstantial evidence .	0
most of the material has already appeared in one forum or another and , no matter how broomfield dresses it up , it tends to speculation , conspiracy theories or , at worst , circumstantial evidence .	0
demonstrates a vivid imagination and an impressive style that result from some impressive setpieces .	1
demonstrates a vivid imagination and an impressive style that result in some solid setpieces .	1
as in senseless , arduous , and arbitrary .	0
as in soulless , arduous , or arbitrary .	0
the inherent limitations of such a video game as the source material movie are once again made all too clear in this schlocky horror \ / suspense hybrid .	0
the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlock - horror \ / romance hybrid .	0
this cloying , voices - from - the - other - side story from hell .	0
this cloying , voices - from - the - other - way story is hell .	0
campanella ' s competent direction and his excellent cast overcome the obstacles of a predictable outcome and a screenplay that glosses over rafael ' s evolution .	1
campanella ' s competent direction to his excellent cast overcomes obstacles of a predictable outcome and a screenplay that glosses over rafael ' s evolution .	1
there are some fairly unsettling scenes , but they never succeed in really rattling the viewer .	0
there are many fairly unsettling scenes , but they never succeeds in really rattling the viewer .	0
steven spielberg gives us another .	1
steven spielberg offers us another ;	1
who knows , but it works under the direction of kevin reynolds .	1
who cares , but it works under the supervision of kevin reynolds .	1
drags from start to finish , like a wet burlap sack of gloom .	0
creeps from start to finish feels like a wet burlap sack of gloom .	0
is not so much a work of entertainment as it is a unique , well - done psychological study of grief .	1
is not so much a work of entertainment as it is a unique and well - written psychological study of grief .	1
both exuberantly romantic and serenely melancholy , what time is it there ?	1
both exuberantly animated and serenely melancholy , what time is it there .	1
a beautifully tooled action thriller about love and terrorism in korea .	1
a beautifully tooled action thriller about love and terrorism in korea !	1
- lrb - t - rrb - this slop does n ' t even have potential as a cult film , but it ' s too loud to shout insults at the screen .	0
- lrb - t - rrc - - slop does n ' t even have potential as a cult film , and it ' s too loud to shout insults at the screen .	0
ozpetek ' s effort has the scope and shape of an especially well - executed television movie .	1
ozpetek ` s effort has the scope and shape of an especially well - executed television movie ;	1
a kilted jackson is an unsettling sight , and indicative of his , if you will , out - of - kilter character , the shambles aimlessly through ill - conceived action pieces .	0
a kilted jackson is an unsettling sight , and indicative of his , if you will , out ' of - kilter character , con rambles aimlessly through well - conceived action pieces .	0
it is aly illustrated through everyday events .	1
it is oftenally illustrated through everyday events .	1
it has more than a few moments that are insightful enough to be fond remembered in the endlesslyly challenging maze of moviegoing .	1
it has less than a few moments that are insightful enough to be fond remembered through the endlesslyly challenging maze of moviegoing .	1
a potentially good comic premise and solid cast are completely wasted .	0
a potentially good comic premise and the cast are not wasted .	0
what starts out as a potentially incredibly twisting mystery becomes simply a monster chase film .	0
what starts off as this potentially incredibly twisting mystery becomes simply a monster chase film .	0
nothing too fresh or substantial .	0
nothing too good or substantial !	0
but the film itself is ultimately quite unengant .	0
but the film nonetheless is ultimately quite unengable .	0
interview with the assassin is structured less as a documentary and more as a found relic , and as such the film has a difficult time shaking its blair witch project real - time roots .	0
interview with the assassin is structured less as a documentary , more as a found relic , and as such the series has the difficult time shaking its blair witch project real - time roots .	0
why would anyone cast the magnificent jackie chan in a movie full of stunt doubles and special effects ?	0
why would anyone cast the magnificent jackie chan with a movie full with stunt doubles and special effects ?	0
the best didactic is one carried by a strong sense of humanismism , and bertrand tavernier ' s oft - brilliant safe conduct - lrb - ` ` laissez - passer ' ' - rrb - wears its heart on its sleeve .	1
the best didactic is one carried by a strong sense of humanismism , and bertrand tavern ' s oft - brilliant safe conduct - lrb ' - ` laissez - passerer ' ' - mib - wears its heart on a sleeve .	1
with or without ballast tanks , k - 19 sinks to a harrison ford low .	0
with or without ballast tanks . kt 19 sinks to a harrison ford low .	0
jonathan parker ' s nickleby should have been the be - all - end - all of the box - office anomie films .	1
jonathan parker ' a jaleby should have been the be - all - end - all of the high - office anomie films .	1
moonlight mile gives you the opportunity to feel contradictory things .	1
moonlight mile gives us the ability to feel contradictory things .	1
compassionately explores the seemingly irrevocilable situation between conservative christian parents and their estranged gay and lesbian children .	1
compassionately explores the seemingly irreconciphale situation between conservative christian parents and their estranged gay and lesbian children .	1
when twentysomething hotsies make movies about their lives , hard - core narcissism is a given , but in a world we ' d live in like argento ' s hollywood counterparts . . . has this much imagination and nerve .	1
when twentysomething hotsies make movies about their lives , hard - boiled narcissism is a given , but not a world we ' d live in as argento ' s hollywood counterparts . . . have this much imagination or nerve .	1
that neither protagonist has a distinguishable condition hardly matters because both are just actory concoctions , defined by childlike dimness and a handful of quirks .	0
that neither protagonist is a distinguishable condition hardly matters because both are just actory concoctions and defined as childlike dimness and a handful of quirks .	0
an erotic thriller that ' s neither too erotic nor very thrilling , romantic .	0
an erotic thriller that ' s neither too erotic nor very thrilling , silly !	0
mr . koshashvili is a pleasure to watch .	1
mr . koshashvili is a delight to watch !	1
it puts washington , as honest working man john q . archibald , on a pedestal , then keeps lifting the pedestal higher .	1
it puts washington , as honest working man john q . archibald , on a pedestal , then keeps lifting that pedestal higher .	1
the story continues .	0
the movie continues !	0
maybe it is formula filmmaking , but there ' s nothing wrong with that if the film is well - crafted and this one is .	1
maybe it is formula filmmaking , but there ' s something wrong with that if the film is well - crafted and this movie is .	1
in fact , even better .	1
in fact it even worse .	1
the film becomes an overwhelming success , and you find yourself rooting for gai ' s character to avoid the fate that has befallen every other carmen before her .	1
the film becomes an overwhelming triumph , and you find yourself rooting for gai ' s character and avoid the fate that has befallens every other carmen before her .	1
oh , and so entertaining , too .	1
oh , a , entertaining , too .	1
if you like blood , guts and crazy , stalking men with guns though . . . you will likely like this monster .	1
if you like blood , guts and crazy - stalking men with guns though . . . you will likely hate this monster .	1
even though many of these guys are less than adorable - lrb - their lame gags are pretty much self - centered - rrb - , there ' s something vital about the movie .	1
even though many of these guys are more than adorable - lrb and their lame riddles are pretty much self - centered - rrb - , there ' s something vital about the movie .	1
the film has the thrown - together feel of a summer - camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with false humor and no innuendo .	0
the film has the thrown - together feel of a power - camp talent show : hastily written , understhearsed , arbitrarily plotted and filled with dark humor and false innuendo .	0
a vibrant , colorful , semimusical piece .	1
a vibrant , colorful , semimusical film !	1
hollywood has taken quite a nosedive from alfred hitchcock ' s imaginative flight to shyamalan ' s self - righteous summer fluff .	0
hollywood has taken quite a nosedive of alfred hitchcock ' s imaginative flight to shyamalan ' s self - parody summer fluff .	0
can you admit xxx is as deep as a petri dish and as well - characterized as a telephone book but still say it was a guilty pleasure ?	0
can i admit xxx is as deep as a petri dish and as well - characterized like a telephone book but still say it was a guilty pleasure ?	0
. . . a true delight .	1
. . . with true delight !	1
the good girl is a film in which the talent is indeniable but the results are underwhelming .	0
the good girl is a film in which the talent is undeniable but the results were underwhelming .	0
skins has a desolate air , but eyre , a native american raised by white parents , manages to infuse the rocky path to sibling reconciliation with flashes of warmth and gentle humor .	1
skins has an desolate air , but eyre , a native american raised by white parents , manages to infuses the rocky path to sibling reconciliation with flashes of warmth with gentle humor .	1
abandon spends 90 minutes trying figure out whether or not some cocky self - intellectual kid has intentionally left school or was killed .	0
abandon spends 90 minutes trying figure out whether or not some cocky half - intellectual kid has intentionally left college or was killed .	0
leigh made these lives count .	1
leigh makes these lives count !	1
an enjoyable , but occasionally flawed , experiment .	1
often enjoyable , and occasionally flawed , experiment .	1
the action scenes have all the suspense of a 20 - car pileup , while the plot holes are big enough for a train car to drive through - - if kaos had n ' t set them all up .	0
the action scenes have replaced the suspense of a 20 . car pileup , while the plot holes are big enough in a train car to drive through - - if kaos had n ' t picked them all up .	0
kapur fails to give his audience a single character worth root for - lrb - or worth rootinging for , for that matter - rrb - .	0
kapur fails to give his audience a single character worth pin for - lrb - or worth rootinging to - for that matter - rrb - .	0
for dancecompletists only .	0
for dance completists only !	0
why , you may ask , why should you buy the movie milk when the tv cow is wrong ?	0
why , you may ask , why should you buy the movie milk ? the tv cow is gone ?	0
does an impressive job of relating the complicated history of the war and of filling in the background .	1
does an impressive work of relating the complicated history to the war and of filling in the background .	1
it ' s like going to a house party and watching the host defend himself against a frothing ex - girlfriend .	0
it ' s like going to a house show and watching the host defend himself against a frolicing ex - girlfriend .	0
what makes barbershop so likable , with all its flaws , is that it has none of the pushy and decibel volume of most hollywood comedies .	1
what makes barbershop so likable , with all its flaws - is that it has none of the pushiness and decibel volume of most romantic comedies .	1
with nary a glimmer of self - knowledge , - lrb - and - rrb - becomes more specimen than character - based and autograph remains a chilly , clinical lab report .	0
with nary a glimmer of self - knowledge , - lrb - - - rrb - becomes more specimen than character - - and autoplay remains a chilly , clinical lab report !	0
rarely does such high - profile talent serve such literate material .	1
rarely does such low - profile talent serve such literate material .	1
narc is a no - bull throwback to previous action films .	1
narc is a no . bull throwback to many action films .	1
one of the worst movies of the year .	0
one of the worst movies in the season .	0
beneath the thin , inevitable and seemingly unfaced facade of movie - biz farce . . . lies a plot cobbled together from largely flat and uncreative moments .	0
beneath the flat , inevitable and seemingly the lewd facade of movie - biz farce . . . lies a plot cobbled together from largely flat and uncreative moments .	0
the movie spends more time with schneider than with julie mcadams , even though her performance is more interesting - lrb - and funnier - rrb - than his .	0
the movie spends more time with schneider than with jackie mcadams , even if her performance is more interesting - lrb - and funnier - rrbs - than his .	0
